"company","year","region","country","icb_sector","rank","rd_million","rd_growth_1y_percent","rd_intensity_percent","sales_million","sales_growth_1y_percent","employees","employees_growth_1y_percent","capex_million","capex_growth_1y_percent","capex_intensity_percent","profit_million","profit_growth_1y_percent","profitability_percent","patents_2010_2019","performance group","Summary Innovation Index","New doctorate graduates","Population with tertiary education","Population involved in lifelong learning","International scientific co-publications","Scientific publications among the top 10% most cited","Foreign doctorate students as a % of all doctorate students","Individuals with above basic overall digital skills","R&D expenditure in the public sector","Venture capital expenditures","Direct and indirect government support of business R&D","R&D expenditure in the business sector","Employed ICT specialists","SMEs introducing product innovations","SMEs introducing business process innovations","Innovative SMEs collaborating with others","Public-private co-publications","Job-to-job mobility of HRST","PCT patent applications","Trademark applications","Design applications","Employment in knowledge-intensive activities","Employment in innovative enterprises","Exports of medium and high technology products","Knowledge-intensive services exports","Sales of new-to-market and new-to-firm innovations","Resource productivity","Air emissions by fine particulates","Environment-related technologies","Broadband penetration","Non-R&D innovation expenditures","Innovation expenditures per person employed","Enterprises providing ICT training","Human resources","Attractive research systems","Digitalisation","Firm investments","Use of information technologies","Innovators","Linkages","Intellectual assets","Employment impacts","Sales impacts","Environmental sustainability","Finance and support"
"INTERPUMP",2018,"EU","Italy","Industrial Engineering",643,22.191,4.64984673426079,1.73480085086623,1279.167,17.7277190954464,6472,12.5565217391304,63.683,43.0018188758898,4.97847427271029,237.559,18.3045074027778,18.5713827827016,23,"Moderate",85.2,76.8,21.6,90.8,84.1,108.3,81.1,82.4,62.3,80.4,62.2,59.4,77.4,135.5,122.5,56.3,123.1,52.9,75.4,104.6,141.3,100,108.7,80.8,63.2,75.8,204.4,101.1,83.2,56.7,80.9,60.1,43.3,62.7,96.4,69.5,67,60.8,128.9,68.5,104,104.5,73.4,121.1,68
"INTERPUMP",2019,"EU","Italy","Industrial Engineering",635,24.592,10.8197016808616,1.79684908425872,1368.618,6.99291022986053,6921,6.93757725587145,72.517,13.8718339274218,5.29855664619346,246.382,3.71402472648901,18.0022475226835,23,"Moderate",86,76.8,21.6,90.8,90.4,107.9,85.5,82.4,60.7,81.5,78.5,60.9,77.4,135.5,122.5,56.3,135.5,52.9,76,106.4,134.3,100,108.7,80.6,63.2,75.8,214.3,102.8,74,56.7,80.9,60.1,50.3,62.7,98.7,69.5,67.3,64.1,128.9,71,102.5,104.5,73.3,121.4,72.2
"VILLEROY & BOCH",2017,"EU","Germany","Construction & Materials",743,15.9,4.6,1.9,836.5,2,8099,4.2,35.9,37,4.3,45.7,2.9,5.5,36,"Strong",119,146.3,73.1,68.4,102.3,113.4,137.2,66.1,136.1,83.1,43.3,148.1,112.9,133.2,118.3,90.6,194.9,200,131.1,108.7,141.1,101.2,160.4,111.7,103.5,102.3,113.7,119.6,123.7,95.1,126.9,161.8,158,102.6,116.8,80.6,145.3,134.9,125.6,158.3,128.5,132,106.4,119.3,93.3
"VILLEROY & BOCH",2018,"EU","Germany","Construction & Materials",762,15.9,0,1.86379088031884,853.1,1.98445905558877,7991,-1.33349796271145,43.6,21.4484679665738,5.11077247684914,49.9,9.19037199124726,5.8492556558434,36,"Strong",118.6,134.8,73.1,68.4,105.6,112.9,137.2,66.1,136.1,89.6,44.4,147.4,112.9,133.2,118.3,90.6,200.5,200,129.2,109.8,136.1,101.2,160.4,112.5,104.2,102.3,123,119.7,116.8,95.1,126.9,161.8,153.5,97.7,117.1,80.6,145.1,132.9,125.6,159.8,126.4,132,107,119.5,95.8
"VILLEROY & BOCH",2019,"EU","Germany","Construction & Materials",785,16.6,4.40251572327044,1.99207968318733,833.3,-2.32094713398195,7835,-1.95219622074834,33.2,-23.8532110091743,3.98415936637466,10.7,-78.5571142284569,1.28405136205448,36,"Strong",119.1,134.8,73.1,68.4,110,110.4,137.2,66.1,136.1,97.4,44.6,155.6,112.9,133.2,118.3,90.6,208.9,200,128.5,109.7,144.2,101.2,160.4,112.1,104.3,102.3,127.1,120,111.1,95.1,126.9,161.8,145.2,97.7,116.8,80.6,148,128.8,125.6,161.2,128.8,132,107,119,98.3
"FISKARS",2017,"EU","Finland","Household Goods & Home Construction",674,18.8,4.4,1.6,1185.5,-1.6,7932,-7.3,34.1,-9.3,2.9,94.9,12,8,87,"Leader",128.8,146.3,92.2,274.3,225,117.5,117,196.5,132.8,115.5,47.1,140.6,193.5,194.3,148.3,246.8,417.5,152.9,133.2,109.7,113.4,126.5,122.8,61.5,107.3,69.4,9.5,92.9,129.6,102.3,57.7,113.2,206.4,162,141.5,149.7,104.2,199.8,170.9,240.9,120.7,124.5,79.3,83.6,103.4
"FISKARS",2018,"EU","Finland","Household Goods & Home Construction",711,18.4,-2.1276595744681,1.64506034868127,1118.5,-5.65162378743146,7615,-3.99646999495713,46.2,35.483870967742,4.13053196244971,88.5,-6.74394099051634,7.91238265534198,87,"Leader",127,134.8,92.2,274.3,233.6,115.2,125,196.5,127.9,117.6,46.2,131.6,193.5,194.3,148.3,246.8,405.1,152.9,133.2,124.1,94.1,126.5,122.8,64.6,107.7,69.4,12.2,93.4,117.7,102.3,57.7,113.2,186.6,157.1,144,149.7,100.9,190.2,170.9,238.4,118.2,124.5,80.7,80.8,101.9
"FISKARS",2019,"EU","Finland","Household Goods & Home Construction",749,18.4,0,1.68745414526779,1090.4,-2.51229324988823,6984,-8.28627708470124,40,-13.4199134199134,3.66837857666911,59.9,-32.316384180791,5.493396918562,87,"Leader",127.4,123.2,92.2,274.3,242.1,120.4,131.2,196.5,131.1,129.6,42.4,130.8,193.5,194.3,148.3,246.8,418.4,150,133.2,127.8,86.3,126.5,122.8,63.2,105.5,69.4,9.4,92.8,112.4,102.3,57.7,113.2,207,152.5,150.3,149.7,100.7,200.2,170.9,239.9,116.5,124.5,79.3,78.2,105.9
"LABORATORIOS FARMACEUTICOS ROVI",2017,"EU","Spain","Pharmaceuticals & Biotechnology",528,30,61,10.9,275.6,4,1191,3.6,14.9,54.3,5.4,17.2,-35.5,6.3,17,"Moderate",89.5,111.6,142.5,135.7,90.9,91.5,89.4,151.7,73.8,104.9,105.5,45.1,87.1,25.4,70.9,64.7,101.2,85.3,64.6,116.1,64.2,80.7,61.7,72.5,29.8,123.5,168.3,97.3,125.1,149.5,62.2,53.3,106.4,127.7,90.9,150.5,53.4,96.5,48.9,80.8,77.4,70.8,70.6,123.3,92.5
"LABORATORIOS FARMACEUTICOS ROVI",2018,"EU","Spain","Pharmaceuticals & Biotechnology",541,32.499,7.22911442523426,10.7185614918058,303.203,9.99604569579429,1224,2.77078085642317,16.39,9.76426466648808,5.40561933753954,15.871,-7.91947087491297,5.23444688871812,17,"Moderate",90.3,134.8,142.5,135.7,94.3,89.9,89.4,151.7,70.5,105.9,105.5,45.1,87.1,25.4,70.9,64.7,103.9,85.3,64.9,117.6,65.9,80.7,61.7,68.2,31,123.5,168,95.4,124.5,149.5,62.2,53.3,112.7,137.5,90.7,150.5,53.4,99.6,48.9,81.5,78.6,70.8,69.3,122.1,91.6
"LABORATORIOS FARMACEUTICOS ROVI",2019,"EU","Spain","Pharmaceuticals & Biotechnology",591,29.317,-9.79107049447676,7.68843443575226,381.313,25.7616184536433,1310,7.02614379084967,25.899,58.0170835875534,6.79205796812592,42.033,164.841534874929,11.023227637138,17,"Moderate",92.2,169.5,142.5,135.7,100,89,105,151.7,68.9,110,105.5,46.6,87.1,25.4,70.9,64.7,110.2,123.5,62.7,117.4,63.6,80.7,61.7,66.8,28.7,123.5,180.3,93.4,108,149.5,62.2,53.3,111.5,152,95.3,150.5,54,99,48.9,98.9,76.8,70.8,67.9,119.3,92.1
"ZEALAND PHARMA",2017,"EU","Denmark","Pharmaceuticals & Biotechnology",529,30,253.7,159.6,18.8,-40.5,128,3.2,1,177.9,5.2,-33.1,113.1,-176.3,65,"Leader",135.1,157.9,146.1,218.2,303.3,150,193.6,148.6,159,82.4,39.7,142.9,145.2,98.3,95.8,143.6,551,282.4,128.2,119.2,169.9,126.5,99.8,73.9,103.4,50.6,71.9,123.3,188.7,194.5,54,93.8,154.8,169.7,194.8,171.4,97.5,149.8,97.1,285.5,139.4,112.5,78.1,130.7,101.3
"ZEALAND PHARMA",2018,"EU","Denmark","Pharmaceuticals & Biotechnology",380,56.277017,88.3254802219655,1106.17497714511,5.087533,-72.1416978773453,149,12.0300751879699,0.540944,-44.1185099481416,10.6327369277015,87.396483,-361.614224723389,1717.85584486626,65,"Leader",134.9,157.9,146.1,218.2,315.5,146.4,204.1,148.6,155.7,82.9,48.3,148.1,145.2,98.3,95.8,143.6,549.7,282.4,125.4,125.6,172.8,126.5,99.8,72.7,96.9,50.6,71.2,123.3,177.9,194.5,54,93.8,149,169.7,198.2,171.4,99.5,147.1,97.1,285.5,140.7,112.5,75.4,127.2,102.5
"ZEALAND PHARMA",2019,"EU","Denmark","Pharmaceuticals & Biotechnology",359,69.204187,23.5469839051764,1255.68197096756,5.511283,8.83692263456743,179,20.1342281879195,2.80491,420.951077316821,50.8939569969461,-78.395349,-190.121938077819,-1422.45188643007,65,"Leader",134.6,146.3,146.1,218.2,338.7,152.2,213.4,148.6,154.1,89,43,136.8,145.2,98.3,95.8,143.6,589,282.4,127.2,131.5,163.4,126.5,99.8,74.4,98,50.6,71.4,124.4,167.6,194.5,54,93.8,136.9,164.8,208.8,171.4,95.5,141.2,97.1,293.5,139.9,112.5,76.6,124.6,102.3
"JC DECAUX",2017,"EU","France","Media",662,19.3,22.2,0.6,3039.8,2.2,11772,0.3,294.2,25.8,9.7,206.7,-17.6,6.8,70,"Strong",112.7,123.2,153.3,102,94.4,96.1,232.4,121.3,103.3,148.2,230,105.3,100,111.7,137,149.6,131.4,94.1,104.4,76.5,66.5,114.5,129.4,94.5,83.5,74.1,138,106.2,113.6,144.6,75.3,122.7,64.3,127.3,128.8,133,100.7,82.4,124.7,122.1,85,122.1,85.5,116.4,152.9
"JC DECAUX",2018,"EU","France","Media",654,21.6,11.9170984455959,0.678946375809392,3181.4,3.95033491259598,11833,0.518178729187913,309.8,5.30251529571721,9.73785126045137,204.8,6.11398963730569,6.43741748915572,70,"Strong",112.7,111.6,153.3,102,97.5,93.9,232.4,121.3,101.6,153.9,230,106,100,111.7,137,149.6,132.8,94.1,104.6,76.8,64.6,114.5,129.4,93,85.3,74.1,152.9,105.8,114.2,144.6,75.3,122.7,64.3,122.6,128.2,133,100.9,82.4,124.7,122.1,84.5,122.1,85.5,120,154
"JC DECAUX",2019,"EU","France","Media",615,26.5,22.6851851851852,0.759834843445349,3487.6,9.62469353114981,12076,2.0535789740556,378.9,22.3047127178825,10.8642046106205,419.8,31.3106036909603,12.0369308406927,70,"Strong",113.3,123.2,153.3,102,99.4,94.9,232.4,121.3,98.4,154.8,230,105.3,100,111.7,137,149.6,133.5,117.6,103,77.7,65.1,114.5,129.4,92.5,81.4,74.1,159.3,105.8,107.4,144.6,75.3,122.7,64.3,127.3,129.3,133,100.7,82.4,124.7,132.6,84.2,122.1,83.9,119.5,153.1
"AURUBIS",2017,"EU","Germany","Industrial Metals & Mining",859,11.7,-8,0.1,11040.1,16.5,6494,0.6,165,15.3,1.5,462.5,161.6,4.2,22,"Strong",119,146.3,73.1,68.4,102.3,113.4,137.2,66.1,136.1,83.1,43.3,148.1,112.9,133.2,118.3,90.6,194.9,200,131.1,108.7,141.1,101.2,160.4,111.7,103.5,102.3,113.7,119.6,123.7,95.1,126.9,161.8,158,102.6,116.8,80.6,145.3,134.9,125.6,158.3,128.5,132,106.4,119.3,93.3
"AURUBIS",2018,"EU","Germany","Industrial Metals & Mining",935,10.227,-9.73521624007061,0.098112502336012,10423.748,-5.58284798144945,6673,2.75639051432091,168.174,1.89584658729438,1.61337361570905,333.598,-27.8692990782523,3.20036516615713,22,"Strong",118.6,134.8,73.1,68.4,105.6,112.9,137.2,66.1,136.1,89.6,44.4,147.4,112.9,133.2,118.3,90.6,200.5,200,129.2,109.8,136.1,101.2,160.4,112.5,104.2,102.3,123,119.7,116.8,95.1,126.9,161.8,153.5,97.7,117.1,80.6,145.1,132.9,125.6,159.8,126.4,132,107,119.5,95.8
"AURUBIS",2019,"EU","Germany","Industrial Metals & Mining",801,15.88,55.275251784492,0.147538408066151,10763.299,3.25747514233845,6853,2.69743743443729,221.481,31.6975275607406,2.05774270509441,273.599,-17.985419576856,2.54196227383444,22,"Strong",119.1,134.8,73.1,68.4,110,110.4,137.2,66.1,136.1,97.4,44.6,155.6,112.9,133.2,118.3,90.6,208.9,200,128.5,109.7,144.2,101.2,160.4,112.1,104.3,102.3,127.1,120,111.1,95.1,126.9,161.8,145.2,97.7,116.8,80.6,148,128.8,125.6,161.2,128.8,132,107,119,98.3
"GW PHARMACEUTICALS",2017,"EU","UK","Pharmaceuticals & Biotechnology",225,124.7,15.3,1343.8,9.3,-20.1,533,20,18.1,85.1,194.9,-167,32.4,-1799.4,2,"Leader",126.4,158.9,134.1,136.7,156.7,143,262.2,NA,67.2,126.7,207.7,78.9,125.8,132.8,98.1,328.6,210.3,250,94.3,100.5,66.4,145.8,141.4,93.3,112.5,162.9,197.4,85.2,101,39.1,89.5,83.7,140.1,145.2,175.1,39,83.9,132.9,115,270.7,86.7,143.3,117.5,117.8,125.3
"GW PHARMACEUTICALS",2018,"EU","UK","Pharmaceuticals & Biotechnology",220,133.77373,8.98323150280174,1202.5674012728,11.124011,15.5206347023893,769,44.2776735459662,27.390379,45.9148379486053,246.227543284522,-252.229565,45.5716648614414,-2267.43361724472,2,"Leader",127.7,162.8,134.7,135.7,165.6,146.8,263.5,NA,63.9,139.7,207.7,80.5,122.6,132.8,98.1,328.6,222.1,250,92.2,98.4,66.3,145.8,141.4,89.4,113.2,162.9,218.4,87.1,97.6,39.1,89.5,83.7,148.4,146.7,179.3,39,84.5,135.3,115,272.8,85.4,143.3,116.2,122.6,128.2
"GW PHARMACEUTICALS",2019,"RoW","UK","Pharmaceuticals & Biotechnology",243,127.005535,-6.85051319940014,45.8282477020409,277.133736,2344.3118939797,901,17.1651495448635,35.949799,28.773672682574,12.9720038847959,-12.736337,-95.0457581138132,-4.59573676732017,2,"Leader",128.5,169.3,140.1,138.7,175.5,148.9,256.7,NA,63.9,150.5,207.7,82.7,129,132.8,98.1,328.6,231,261.8,90,93.5,66.6,150.6,141.4,82.2,113.8,162.9,224.2,89.5,92.5,39.1,89.5,83.7,134.4,152,181.1,39,85.4,131.6,115,279.7,83.3,145.7,113.5,123.7,131.6
"FAGERHULT",2017,"EU","Sweden","Electronic & Electrical Equipment",646,20.3,27.7,3.9,525.2,15.1,3241,16.3,12.2,2.9,2.3,68.9,29.3,13.1,1,"Leader",136.9,169.5,147.3,274.3,264.6,134.9,197.7,141.1,136.1,88.7,91.6,165.4,200,124.1,96.7,147.5,424.9,120.6,133.2,119,106.6,173.5,120.4,86.7,104.1,50.1,63.8,99.6,87.4,199.7,119.1,191.6,175.2,189.6,179.3,170.4,158.1,187.8,110.1,192.4,120.9,145.7,83.4,86.9,108.4
"FAGERHULT",2018,"EU","Sweden","Electronic & Electrical Equipment",667,20.985183,7.65382525307405,3.82850013837394,548.130658,8.71709577799422,3384,4.41221845109534,12.286864,5.08757979692649,2.24159401060176,68.825941,4.11565012833544,12.5564844796548,1,"Leader",137.3,157.9,147.3,274.3,272.9,132.7,210.2,141.1,136.1,95.1,87.4,166.9,200,124.1,96.7,147.5,419.7,120.6,133.2,124.9,106,173.5,120.4,85.6,100.9,50.1,71,102.7,95.6,199.7,119.1,191.6,175.2,184.6,182.9,170.4,158.7,187.8,110.1,191.3,122.2,145.7,81.8,92.7,109.4
"FAGERHULT",2019,"EU","Sweden","Electronic & Electrical Equipment",550,33.617846,63.1970317791,4.47679383069469,750.935765,39.5641345531333,4465,31.9444444444444,18.216048,51.0317490849901,2.42577978690361,76.080478,12.6098047858837,10.1314228920765,1,"Leader",138.4,146.3,147.3,274.3,284.9,137.4,213,141.1,136.1,102.6,85.3,172.2,200,124.1,96.7,147.5,447.6,120.6,133.2,129.8,103.9,173.5,120.4,85.6,98.8,50.1,69,104.5,108.6,199.7,119.1,191.6,175.2,179.7,188.9,170.4,160.5,187.8,110.1,196.7,122.7,145.7,81.1,96.9,111.3
"ETEX",2017,"EU","Belgium","Construction & Materials",641,20.6,15.6,0.7,2793.7,-3.1,14510,-3.3,141.7,3.4,5.1,267.9,45.9,9.6,107,"Strong",120.9,100,156.9,93.9,191.9,135,258.1,99.5,96.7,116.6,151.1,124.8,135.5,154.2,127.3,256.4,274,144.1,94.8,96.9,61,134.9,151.7,75.9,95,55.8,139,99.8,66.8,169.4,80,117.4,172.6,116.6,177.7,134.2,107.4,153.7,140.4,211.6,84.3,143.5,77.4,99.3,118.2
"ETEX",2018,"EU","Belgium","Construction & Materials",685,19.998,-2.86574703710899,0.690315084409815,2896.938,3.69397559828446,14458,-0.358373535492762,154.478,9.02533700331711,5.33245792626559,225.793,-15.7092513644475,7.79419511221849,107,"Strong",122.5,100,156.9,93.9,196.7,138.2,270.1,99.5,106.6,118.4,156.2,127.1,135.5,154.2,127.3,256.4,272.1,144.1,93.3,98.6,58.2,134.9,151.7,74.2,96.7,55.8,147.3,99.2,72,169.4,80,117.4,182.2,116.6,183.4,134.2,108.3,158.4,140.4,211.2,83.2,143.5,77.3,102.6,124.1
"ETEX",2019,"EU","Belgium","Construction & Materials",701,20.539,2.70527052705272,0.698585720199056,2940.083,1.48933114895797,13838,-4.28828330336146,129.736,-16.0165201517368,4.41266454042284,267.842,18.6228093873592,9.11001492134746,107,"Strong",120.1,76.8,156.9,93.9,210.3,129.8,121.6,99.5,108.2,120.4,155,137.6,135.5,154.2,127.3,256.4,296,144.1,91.6,101.4,56.8,134.9,151.7,72.8,97.8,55.8,151.4,99.7,77.4,169.4,80,117.4,188.5,107,145.9,134.2,111.9,161.4,140.4,215.9,82.7,143.5,77.1,105.6,125.1
"LPKF LASER & ELECTRONICS",2017,"EU","Germany","Electronic & Electrical Equipment",797,13.8,-11.8,13.5,102.1,12,683,-2.4,2.7,34.3,2.7,4.4,-161.2,4.3,61,"Strong",119,146.3,73.1,68.4,102.3,113.4,137.2,66.1,136.1,83.1,43.3,148.1,112.9,133.2,118.3,90.6,194.9,200,131.1,108.7,141.1,101.2,160.4,111.7,103.5,102.3,113.7,119.6,123.7,95.1,126.9,161.8,158,102.6,116.8,80.6,145.3,134.9,125.6,158.3,128.5,132,106.4,119.3,93.3
"LPKF LASER & ELECTRONICS",2018,"EU","Germany","Electronic & Electrical Equipment",791,14.778,7.06368180830255,12.3191063687896,119.96,17.5306416373558,655,-4.099560761347,1.758,-35.2962826647037,1.46548849616539,7.328,66.1301292223986,6.10870290096699,61,"Strong",118.6,134.8,73.1,68.4,105.6,112.9,137.2,66.1,136.1,89.6,44.4,147.4,112.9,133.2,118.3,90.6,200.5,200,129.2,109.8,136.1,101.2,160.4,112.5,104.2,102.3,123,119.7,116.8,95.1,126.9,161.8,153.5,97.7,117.1,80.6,145.1,132.9,125.6,159.8,126.4,132,107,119.5,95.8
"LPKF LASER & ELECTRONICS",2019,"EU","Germany","Electronic & Electrical Equipment",874,13.137,-11.1043442955745,9.38129311452933,140.034,16.7339113037679,682,4.12213740458016,1.77,0.6825938566553,1.26397874801834,19.31,163.509825327511,13.7895082622792,61,"Strong",119.1,134.8,73.1,68.4,110,110.4,137.2,66.1,136.1,97.4,44.6,155.6,112.9,133.2,118.3,90.6,208.9,200,128.5,109.7,144.2,101.2,160.4,112.1,104.3,102.3,127.1,120,111.1,95.1,126.9,161.8,145.2,97.7,116.8,80.6,148,128.8,125.6,161.2,128.8,132,107,119,98.3
"AB SCIENCE",2017,"EU","France","Pharmaceuticals & Biotechnology",563,26.7,-4,1537.3,1.7,15.3,111,-9.8,0.5,629,28.9,-28.4,-6,-1633.4,37,"Strong",112.7,123.2,153.3,102,94.4,96.1,232.4,121.3,103.3,148.2,230,105.3,100,111.7,137,149.6,131.4,94.1,104.4,76.5,66.5,114.5,129.4,94.5,83.5,74.1,138,106.2,113.6,144.6,75.3,122.7,64.3,127.3,128.8,133,100.7,82.4,124.7,122.1,85,122.1,85.5,116.4,152.9
"AB SCIENCE",2018,"EU","France","Pharmaceuticals & Biotechnology",588,26.926,0.718186578888291,1582.95120517343,1.701,-2.18516388729155,123,10.8108108108108,0.07,40,4.11522633744856,-28.943,1.89762005351359,-1701.52851263962,37,"Strong",112.7,111.6,153.3,102,97.5,93.9,232.4,121.3,101.6,153.9,230,106,100,111.7,137,149.6,132.8,94.1,104.6,76.8,64.6,114.5,129.4,93,85.3,74.1,152.9,105.8,114.2,144.6,75.3,122.7,64.3,122.6,128.2,133,100.9,82.4,124.7,122.1,84.5,122.1,85.5,120,154
"AB SCIENCE",2019,"EU","France","Pharmaceuticals & Biotechnology",811,15.583,-42.1265691153532,991.915977084659,1.571,-7.64256319811876,103,-16.260162601626,0.115,64.2857142857143,7.32017823042648,-17.473,-39.6296168330857,-1112.22151495862,37,"Strong",113.3,123.2,153.3,102,99.4,94.9,232.4,121.3,98.4,154.8,230,105.3,100,111.7,137,149.6,133.5,117.6,103,77.7,65.1,114.5,129.4,92.5,81.4,74.1,159.3,105.8,107.4,144.6,75.3,122.7,64.3,127.3,129.3,133,100.7,82.4,124.7,132.6,84.2,122.1,83.9,119.5,153.1
"FRANCOTYP-POSTALIA",2017,"EU","Germany","Industrial Engineering",940,9.1,-1.7,4.4,206.3,1.7,1067,1.4,8.6,-13.9,4.2,7,-28.3,3.4,80,"Strong",119,146.3,73.1,68.4,102.3,113.4,137.2,66.1,136.1,83.1,43.3,148.1,112.9,133.2,118.3,90.6,194.9,200,131.1,108.7,141.1,101.2,160.4,111.7,103.5,102.3,113.7,119.6,123.7,95.1,126.9,161.8,158,102.6,116.8,80.6,145.3,134.9,125.6,158.3,128.5,132,106.4,119.3,93.3
"FRANCOTYP-POSTALIA",2018,"EU","Germany","Industrial Engineering",963,9.669,5.91521524811043,4.73492453698716,204.206,-1.03565422621558,1054,-1.21836925960638,9.027,5.23432035439497,4.42053612528525,-0.307,-104.408385985066,-0.150338383788919,80,"Strong",118.6,134.8,73.1,68.4,105.6,112.9,137.2,66.1,136.1,89.6,44.4,147.4,112.9,133.2,118.3,90.6,200.5,200,129.2,109.8,136.1,101.2,160.4,112.5,104.2,102.3,123,119.7,116.8,95.1,126.9,161.8,153.5,97.7,117.1,80.6,145.1,132.9,125.6,159.8,126.4,132,107,119.5,95.8
"FRANCOTYP-POSTALIA",2019,"EU","Germany","Industrial Engineering",828,15.204,57.2448029785914,7.27157943067034,209.088,2.39072309334691,1012,-3.98481973434535,6.491,-28.09349728592,3.10443449647995,7.677,-2600.65146579805,3.67165977961433,80,"Strong",119.1,134.8,73.1,68.4,110,110.4,137.2,66.1,136.1,97.4,44.6,155.6,112.9,133.2,118.3,90.6,208.9,200,128.5,109.7,144.2,101.2,160.4,112.1,104.3,102.3,127.1,120,111.1,95.1,126.9,161.8,145.2,97.7,116.8,80.6,148,128.8,125.6,161.2,128.8,132,107,119,98.3
"KEDRION",2017,"EU","Italy","Pharmaceuticals & Biotechnology",517,31.8,6.8,5.3,602.5,-8.6,2356,1.6,65.1,38.9,10.8,51.6,160.9,8.6,13,"Moderate",83.6,76.8,21.6,90.8,79.5,106,75.4,82.4,65.6,87.2,30.8,59.4,77.4,135.5,122.5,56.3,118.4,52.9,75,99.1,128.6,100,108.7,81.3,62.2,75.8,191.5,100.8,86.5,56.7,80.9,60.1,46.5,62.7,92.7,69.5,67,62.2,128.9,67.4,98.5,104.5,73.3,118.6,62.8
"KEDRION",2018,"EU","Italy","Pharmaceuticals & Biotechnology",452,44.879,41.0668259256931,7.44878431737043,602.501,-8.62183760042103,2356,1.55172413793103,65.111,38.9242126824273,10.8067870426771,51.645,160.938763136621,8.57177000536099,13,"Moderate",85.2,76.8,21.6,90.8,84.1,108.3,81.1,82.4,62.3,80.4,62.2,59.4,77.4,135.5,122.5,56.3,123.1,52.9,75.4,104.6,141.3,100,108.7,80.8,63.2,75.8,204.4,101.1,83.2,56.7,80.9,60.1,43.3,62.7,96.4,69.5,67,60.8,128.9,68.5,104,104.5,73.4,121.1,68
"KEDRION",2019,"EU","Italy","Pharmaceuticals & Biotechnology",558,32.531,-27.5139820405981,4.02507272252598,808.209,17.4826547121184,2526,-2.35794356397372,26.625,18.8775282403894,3.29432114712902,60.382,193.615365912959,7.47108730538759,13,"Moderate",86,76.8,21.6,90.8,90.4,107.9,85.5,82.4,60.7,81.5,78.5,60.9,77.4,135.5,122.5,56.3,135.5,52.9,76,106.4,134.3,100,108.7,80.6,63.2,75.8,214.3,102.8,74,56.7,80.9,60.1,50.3,62.7,98.7,69.5,67.3,64.1,128.9,71,102.5,104.5,73.3,121.4,72.2
"GFI INFORMATIQUE",2017,"EU","France","Software & Computer Services",411,46.8,45.8,4.1,1131.9,11.5,14375,16.3,11.9,3.5,1.1,56.8,8.1,5,0,"Strong",112.7,123.2,153.3,102,94.4,96.1,232.4,121.3,103.3,148.2,230,105.3,100,111.7,137,149.6,131.4,94.1,104.4,76.5,66.5,114.5,129.4,94.5,83.5,74.1,138,106.2,113.6,144.6,75.3,122.7,64.3,127.3,128.8,133,100.7,82.4,124.7,122.1,85,122.1,85.5,116.4,152.9
"GFI INFORMATIQUE",2018,"EU","France","Software & Computer Services",404,52.35,11.8589743589744,3.75390449091749,1394.548,23.2070000724462,19000,28.3783783783784,10.301,-13.3714574047599,0.738662276235741,68.707,20.903427887661,4.92682933825153,0,"Strong",112.7,111.6,153.3,102,97.5,93.9,232.4,121.3,101.6,153.9,230,106,100,111.7,137,149.6,132.8,94.1,104.6,76.8,64.6,114.5,129.4,93,85.3,74.1,152.9,105.8,114.2,144.6,75.3,122.7,64.3,122.6,128.2,133,100.9,82.4,124.7,122.1,84.5,122.1,85.5,120,154
"GFI INFORMATIQUE",2019,"EU","France","Software & Computer Services",443,50.2,-4.1069723018147,NA,NA,NA,NA,NA,8.501,-17.4740316474129,NA,NA,NA,NA,0,"Strong",113.3,123.2,153.3,102,99.4,94.9,232.4,121.3,98.4,154.8,230,105.3,100,111.7,137,149.6,133.5,117.6,103,77.7,65.1,114.5,129.4,92.5,81.4,74.1,159.3,105.8,107.4,144.6,75.3,122.7,64.3,127.3,129.3,133,100.7,82.4,124.7,132.6,84.2,122.1,83.9,119.5,153.1
"NORBROOK LABORATORIES",2017,"EU","UK","Pharmaceuticals & Biotechnology",921,9.7,-22.1,NA,NA,NA,NA,NA,17,20.7,NA,NA,NA,NA,24,"Leader",126.4,158.9,134.1,136.7,156.7,143,262.2,NA,67.2,126.7,207.7,78.9,125.8,132.8,98.1,328.6,210.3,250,94.3,100.5,66.4,145.8,141.4,93.3,112.5,162.9,197.4,85.2,101,39.1,89.5,83.7,140.1,145.2,175.1,39,83.9,132.9,115,270.7,86.7,143.3,117.5,117.8,125.3
"NORBROOK LABORATORIES",2018,"EU","UK","Pharmaceuticals & Biotechnology",882,11.698698,22.202918279768,4.58163422272333,255.338978,3.03666205913311,1614,-4.89098408956983,14.63252,-12.7817051703197,5.73062527100739,29.243974,-36.2876536129806,11.4530003327577,24,"Leader",127.7,162.8,134.7,135.7,165.6,146.8,263.5,NA,63.9,139.7,207.7,80.5,122.6,132.8,98.1,328.6,222.1,250,92.2,98.4,66.3,145.8,141.4,89.4,113.2,162.9,218.4,87.1,97.6,39.1,89.5,83.7,148.4,146.7,179.3,39,84.5,135.3,115,272.8,85.4,143.3,116.2,122.6,128.2
